"Termes_Officialises",Type_Officialisation,"Domaines",Date_fiche,Date_officialisation,Definition,Equivalent_anglais,URL_fiche 
"goret mule (n. m.)",recommandation,"zoologie > ichtyologie;alimentation > poisson comestible",2013-03-12,2013-03-12,,pigfish,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26511889/goret-mule
"gorette blanche (n. f.)",recommandation,"zoologie > ichtyologie;alimentation > poisson comestible",2013-03-12,2013-03-12,,white grunt,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26511890/gorette-blanche
"infirmier-pivot (n. m.);infirmière-pivot (n. f.)",recommandation,"médecine > soins infirmiers;appellation de personne > appellation d'emploi",2024-01-09,2023-12-30,"Membre du personnel infirmier assigné à des patients dont l'état de santé requiert un suivi interdisciplinaire de moyenne à longue durée, qui assure la coordination et la continuité des soins, et qui sert de lien entre ces patients ou leurs proches et les intervenants du système de santé tout au long du parcours thérapeutique.",nurse navigator,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26520193/infirmier-pivot
"aide médicale à mourir (n. f.)",recommandation,"médecine > thérapeutique et soins de santé",2023-08-02,2023-06-30,"Acte médical par lequel un professionnel de la santé, à la demande d'une personne malade, provoque la mort de celle-ci en lui administrant des médicaments ou des substances pour abréger les souffrances liées à son état de santé.",medical assistance in dying,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26522550/aide-medicale-a-mourir
"place (n. f.)",normalisation,"route",2017-01-01,2017-01-01,"Voie de communication donnant accès à un espace public découvert et plus ou moins vaste, ou entourant ce dernier.",square,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26522953/place
"maître de mêlée (n. m. ou f.)",recommandation,"gestion > gestion de projet;informatique;appellation de personne > titre et fonction",2022-05-25,2022-05-14,"Membre de l'équipe de mêlée qui guide cette dernière dans la mise en œuvre de la méthode de la mêlée, qui protège l'équipe des perturbations extérieures et des obstacles pouvant entraver le succès du projet, qui l'aide à s'organiser, qui facilite les relations au sein de l'équipe, et qui supervise les événements.",scrum master,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26528948/maitre-de-melee
"mêlée quotidienne (n. f.)",recommandation,"gestion > gestion de projet;informatique",2022-05-25,2022-05-14,"Événement quotidien d'une durée maximale de quinze minutes, qui se déroule debout, à heure fixe, et qui permet de discuter des obstacles freinant le travail, de faire le point sur les réalisations en cours et de planifier les travaux de la journée.",daily scrum,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26528958/melee-quotidienne
"sprint (n. m.)",recommandation,"gestion > gestion de projet;informatique",2022-05-25,2022-05-14,"Période de mise au point d'un incrément de produit, structurée et d'une durée générale d'une à quatre semaines, à la fin de laquelle un livrable est présenté au client, et au cours de laquelle l'équipe de mêlée poursuit un objectif de sprint.",sprint,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26528961/sprint
"responsable de produit (n. m. ou f.)",recommandation,"gestion > gestion de projet;informatique;appellation de personne > titre et fonction",2022-05-25,2022-05-14,"Membre qui représente le client au sein de l'équipe de mêlée et qui établit l'ordre des priorités de développement, effectue un suivi régulier avec l'équipe de développement, s'assure que celle-ci comprend bien le travail à réaliser et rend compte régulièrement de l'état d'avancement du projet au client.",product owner,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26528965/responsable-de-produit
"voiture hybride rechargeable (n. f.)",recommandation,"industrie automobile > véhicule automobile",2020-02-18,2020-02-17,Voiture hybride électrique qui possède une batterie d'accumulateurs rechargeable à partir d'un réseau électrique.,plug-in hybrid electric car,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26532546/voiture-hybride-rechargeable
"coussin (n. m.)",recommandation,"route > élément de la route;route > sécurité routière",2025-03-17,2025-03-08,"Mesure de modération de la circulation en forme de bosse généralement rectangulaire, couvrant une partie de la chaussée et visant à contraindre les automobilistes à ralentir.",speed cushion,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26532601/coussin
"dos d'âne court (n. m.)",recommandation,"route > élément de la route;route > sécurité routière",2025-03-17,2025-03-08,Dos d'âne abrupt dont la longueur est inférieure à celle de l'empattement d'un véhicule automobile.,speed bump,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26532602/dos-dane-court
"écran de navigation (n. m.)",recommandation,"industrie automobile > électronique du véhicule automobile;informatique > écran d'ordinateur;télécommunication > équipement de télécommunication",2020-09-30,2020-08-24,Écran qui est intégré à la planche de bord d'un véhicule automobile et qui affiche les informations fournies par le système de navigation routière.,navigation system screen,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26532859/ecran-de-navigation
"écran multifonction (n. m.)",recommandation,"industrie automobile > électronique du véhicule automobile;informatique > écran d'ordinateur;télécommunication > équipement de télécommunication",2020-09-30,2020-08-24,Écran qui est intégré à la planche de bord d'un véhicule automobile et qui permet la visualisation de diverses informations et l'utilisation des différentes fonctions offertes par l'ordinateur de bord.,multifunction screen,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26532860/ecran-multifonction
"apprentissage profond (n. m.)",recommandation,"intelligence artificielle;informatique",2020-02-17,2020-02-17,"Mode d'apprentissage automatique généralement effectué par un réseau de neurones artificiels composé de plusieurs couches de neurones hiérarchisées selon le degré de complexité des concepts, et qui, en interagissant entre elles, permettent à un agent d'apprendre progressivement et efficacement à partir de mégadonnées.",deep learning,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26532876/apprentissage-profond
"rétroviseur à inclinaison automatique (n. m.)",recommandation,"industrie automobile > accessoire de carrosserie du véhicule automobile;industrie automobile > électronique du véhicule automobile;industrie automobile > sécurité du véhicule automobile;physique > élément optique",2020-09-30,2020-08-24,"Rétroviseur extérieur pouvant être contrôlé par le positionneur automatique pour s'incliner vers le bas lors de la marche arrière, afin de permettre au conducteur de mieux voir l'espace près des roues arrière.",reverse auto-tilting exterior mirror,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26532917/retroviseur-a-inclinaison-automatique
"effet (n. m.)",recommandation,"gestion > gestion des opérations et de la production;gestion > gestion axée sur les résultats",2023-06-30,2023-06-30,"Changement dans une situation, dont la cause peut être attribuée aux extrants d'une activité.",outcome,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26534306/effet
"extrant (n. m.)",recommandation,"gestion > gestion des opérations et de la production;gestion > gestion axée sur les résultats;économie > production des richesses",2023-06-30,2023-06-30,"Unité quantifiable de biens ou de services d'une même nature, produits par une activité.",output,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26534334/extrant
"intrant (n. m.)",recommandation,"gestion > gestion des opérations et de la production;gestion > gestion axée sur les résultats;économie > production des richesses",2023-06-30,2023-06-30,"Unité quantifiable de ressources d'une même nature, affectées à une activité.",input,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26534337/intrant
"rue piétonne (n. f.)",recommandation,"route;urbanisme",2025-06-14,2025-06-14,"Rue, ou section de rue, dans laquelle la présence de véhicules routiers est interdite ou fortement restreinte, afin que les piétons puissent y circuler librement et de manière sécuritaire.",pedestrian street,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26534382/rue-pietonne
"rétroviseur à atténuation automatique (n. m.)",recommandation,"industrie automobile > accessoire de carrosserie du véhicule automobile;industrie automobile > électronique du véhicule automobile;industrie automobile > sécurité du véhicule automobile;physique > élément optique",2020-09-30,2020-08-24,Rétroviseur muni de capteurs de luminosité permettant d'adapter automatiquement la quantité de lumière réfléchie afin d'éviter que le conducteur soit ébloui lors de la conduite de nuit.,auto-dimming rearview mirror,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26542167/retroviseur-a-attenuation-automatique
"allée (n. f.)",normalisation,"route",2017-01-01,2017-01-01,"Voie de communication bordée de verdure dans un jardin, un parc, un bois, ou qui sert d'accès à des résidences situées à l'écart d'une voie plus importante.",avenue,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26542173/allee
"avenue (n. f.)",normalisation,"route",2017-01-01,2017-01-01,"Voie de communication urbaine, généralement plus large que la rue, menant à des lieux précis de la ville ou reliant des quartiers, donnant accès à des commerces et à des services, et qui comporte au plus quatre voies.",avenue,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26542184/avenue
"avenue (n. f.)",normalisation,"route;urbanisme",2017-01-01,2017-01-01,"Voie de communication urbaine qui, dans un plan en damier, est située dans un axe perpendiculaire à celui d'une rue.",avenue,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26542190/avenue
"boulevard (n. m.)",normalisation,"route",2017-01-01,2017-01-01,"Large voie de communication à grand débit de circulation reliant diverses parties d'un ensemble urbain et comportant de quatre à huit voies et, souvent, un terre-plein central.",boulevard,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26542199/boulevard
"chemin (n. m.)",normalisation,"route",2017-01-01,2017-01-01,"Voie de communication située en milieu rural, d'importance secondaire par rapport à la route.",road,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26542230/chemin
"côte (n. f.)",normalisation,"route",2017-01-01,2017-01-01,Voie de communication ou partie de voie de communication qui suit une pente.,hill,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26542233/cote
"cours (n. m.)",normalisation,"route",2017-01-01,2017-01-01,Large voie de communication urbaine qui comprend un aménagement spécialement destiné à la promenade.,walk,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26542240/cours
"croissant (n. m.)",normalisation,"route",2017-01-01,2017-01-01,Rue dont la plus grande partie du tracé forme un arc de cercle.,crescent,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26542242/croissant
"impasse (n. f.)",normalisation,"route",2017-01-01,2017-01-01,Voie de communication sans issue.,dead end,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26542247/impasse
"montée (n. f.)",normalisation,"route",2017-01-01,2017-01-01,"Voie de communication en pente généralement longue et peu accentuée, surtout située en milieu rural, conduisant à un lieu déterminé.",uphill road,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26542248/montee
"passage (n. m.)",normalisation,"route",2017-01-01,2017-01-01,"Petite voie étroite non carrossable, généralement située en milieu urbain, qui unit deux voies de communication.",passage,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26542252/passage
"promenade (n. f.)",normalisation,"route;loisir",2017-01-01,2017-01-01,Voie de communication urbaine ou périurbaine spécialement aménagée à l'intention des promeneurs.,promenade,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26542258/promenade
"route (n. f.)",normalisation,"route",2017-01-01,2017-01-01,"Voie de communication large et fréquentée, située en milieu rural ou périurbain, reliant deux ou plusieurs agglomérations.",road,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26542260/route
"rue (n. f.)",normalisation,"route",2017-01-01,2017-01-01,"Voie de communication généralement bordée de bâtiments, dans une agglomération.",street,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26542265/rue
"rue (n. f.)",normalisation,"route;urbanisme",2017-01-01,2017-01-01,"Voie de communication urbaine qui, dans un plan en damier, est située dans un axe perpendiculaire à celui d'une avenue.",street,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26542280/rue
"ruelle (n. f.)",normalisation,"route",2017-01-01,2017-01-01,"Voie de communication étroite qui, souvent, sert de desserte et donne sur des arrière-cours.",alley,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26542287/ruelle
"sentier (n. m.)",normalisation,"route",2017-01-01,2017-01-01,"Voie de communication étroite non carrossable, sommairement aménagée, surtout à l'usage des piétons, et généralement située dans un milieu naturel.",trail,https://vitrinelinguistique.oqlf.gouv.qc.ca/fiche-gdt/fiche/26542293/sentier
